user_id,anime_ids
12874,1691 1691 1691 1691 1691
49576,1691 1691 1691 1691 1691
347154,1691 1691 1691 1691 1691
2892,1691 1691 1691 1691 1691
94926,1691 1691 1691 1691 1691
277035,1691 1691 1691 1691 1691
84998,1691 1691 1691 1691 1691
234753,1691 1691 1691 1691 1691
321177,1691 1691 1691 1691 1691
191362,1691 1691 1691 1691 1691
207201,1691 1691 1691 1691 1691
46026,1691 1691 1691 1691 1691
110435,1691 1691 1691 1691 1691
71767,1691 1691 1691 1691 1691
286479,1691 1691 1691 1691 1691
239541,1691 1691 1691 1691 1691
346240,1691 1691 1691 1691 1691
320528,1691 1691 1691 1691 1691
269441,1691 1691 1691 1691 1691
331886,1691 1691 1691 1691 1691
352856,1691 1691 1691 1691 1691
60380,1691 1691 1691 1691 1691
215566,1691 1691 1691 1691 1691
268868,1691 1691 1691 1691 1691
136161,1691 1691 1691 1691 1691
133376,1691 1691 1691 1691 1691
269905,1691 1691 1691 1691 1691
105736,1691 1691 1691 1691 1691
167391,1691 1691 1691 1691 1691
88782,1691 1691 1691 1691 1691
82120,1691 1691 1691 1691 1691
17300,1691 1691 1691 1691 1691
237927,1691 1691 1691 1691 1691
80689,1691 1691 1691 1691 1691
117884,1691 1691 1691 1691 1691
71415,1691 1691 1691 1691 1691
102491,1691 1691 1691 1691 1691
251693,1691 1691 1691 1691 1691
303861,1691 1691 1691 1691 1691
333913,1691 1691 1691 1691 1691
48497,1691 1691 1691 1691 1691
125521,1691 1691 1691 1691 1691
284021,1691 1691 1691 1691 1691
60698,1691 1691 1691 1691 1691
224812,1691 1691 1691 1691 1691
146701,1691 1691 1691 1691 1691
278875,1691 1691 1691 1691 1691
50981,1691 1691 1691 1691 1691
289455,1691 1691 1691 1691 1691
68146,1691 1691 1691 1691 1691
104355,1691 1691 1691 1691 1691
337811,1691 1691 1691 1691 1691
3303,1691 1691 1691 1691 1691
251905,1691 1691 1691 1691 1691
133694,1691 1691 1691 1691 1691
223626,1691 1691 1691 1691 1691
181968,1691 1691 1691 1691 1691
25476,1691 1691 1691 1691 1691
205048,1691 1691 1691 1691 1691
335465,1691 1691 1691 1691 1691
173926,1691 1691 1691 1691 1691
60070,1691 1691 1691 1691 1691
162717,1691 1691 1691 1691 1691
97203,1691 1691 1691 1691 1691
32436,1691 1691 1691 1691 1691
314978,1691 1691 1691 1691 1691
132732,1691 1691 1691 1691 1691
94793,1691 1691 1691 1691 1691
264059,1691 1691 1691 1691 1691
24764,1691 1691 1691 1691 1691
256668,1691 1691 1691 1691 1691
261733,1691 1691 1691 1691 1691
105914,1691 1691 1691 1691 1691
149314,1691 1691 1691 1691 1691
121809,1691 1691 1691 1691 1691
93812,1691 1691 1691 1691 1691
3151,1691 1691 1691 1691 1691
283658,1691 1691 1691 1691 1691
228222,1691 1691 1691 1691 1691
269407,1691 1691 1691 1691 1691
176225,1691 1691 1691 1691 1691
328586,1691 1691 1691 1691 1691
249140,1691 1691 1691 1691 1691
85463,1691 1691 1691 1691 1691
200418,1691 1691 1691 1691 1691
266539,1691 1691 1691 1691 1691
277932,1691 1691 1691 1691 1691
169133,1691 1691 1691 1691 1691
8773,1691 1691 1691 1691 1691
77075,1691 1691 1691 1691 1691
36253,1691 1691 1691 1691 1691
329811,1691 1691 1691 1691 1691
73800,1691 1691 1691 1691 1691
309861,1691 1691 1691 1691 1691
925,1691 1691 1691 1691 1691
70354,1691 1691 1691 1691 1691
296577,1691 1691 1691 1691 1691
92405,1691 1691 1691 1691 1691
279279,1691 1691 1691 1691 1691
190942,1691 1691 1691 1691 1691
147828,1691 1691 1691 1691 1691
297135,1691 1691 1691 1691 1691
189815,1691 1691 1691 1691 1691
118222,1691 1691 1691 1691 1691
172846,1691 1691 1691 1691 1691
20505,1691 1691 1691 1691 1691
41260,1691 1691 1691 1691 1691
245980,1691 1691 1691 1691 1691
113851,1691 1691 1691 1691 1691
63667,1691 1691 1691 1691 1691
286503,1691 1691 1691 1691 1691
145766,1691 1691 1691 1691 1691
166114,1691 1691 1691 1691 1691
165229,1691 1691 1691 1691 1691
185421,1691 1691 1691 1691 1691
351696,1691 1691 1691 1691 1691
99003,1691 1691 1691 1691 1691
208343,1691 1691 1691 1691 1691
230840,1691 1691 1691 1691 1691
180550,1691 1691 1691 1691 1691
162178,1691 1691 1691 1691 1691
177511,1691 1691 1691 1691 1691
339810,1691 1691 1691 1691 1691
165830,1691 1691 1691 1691 1691
262568,1691 1691 1691 1691 1691
18263,1691 1691 1691 1691 1691
292302,1691 1691 1691 1691 1691
100246,1691 1691 1691 1691 1691
121365,1691 1691 1691 1691 1691
202323,1691 1691 1691 1691 1691
327128,1691 1691 1691 1691 1691
132454,1691 1691 1691 1691 1691
35182,1691 1691 1691 1691 1691
255652,1691 1691 1691 1691 1691
51861,1691 1691 1691 1691 1691
162324,1691 1691 1691 1691 1691
9664,1691 1691 1691 1691 1691
308937,1691 1691 1691 1691 1691
297075,1691 1691 1691 1691 1691
280264,1691 1691 1691 1691 1691
144254,1691 1691 1691 1691 1691
320058,1691 1691 1691 1691 1691
21158,1691 1691 1691 1691 1691
293544,1691 1691 1691 1691 1691
206701,1691 1691 1691 1691 1691
12087,1691 1691 1691 1691 1691
267721,1691 1691 1691 1691 1691
229708,1691 1691 1691 1691 1691
148251,1691 1691 1691 1691 1691
134221,1691 1691 1691 1691 1691
147800,1691 1691 1691 1691 1691
12450,1691 1691 1691 1691 1691
283866,1691 1691 1691 1691 1691
324362,1691 1691 1691 1691 1691
77595,1691 1691 1691 1691 1691
58805,1691 1691 1691 1691 1691
328671,1691 1691 1691 1691 1691
90847,1691 1691 1691 1691 1691
132125,1691 1691 1691 1691 1691
342888,1691 1691 1691 1691 1691
86408,1691 1691 1691 1691 1691
220528,1691 1691 1691 1691 1691
149604,1691 1691 1691 1691 1691
338700,1691 1691 1691 1691 1691
312776,1691 1691 1691 1691 1691
22653,1691 1691 1691 1691 1691
278799,1691 1691 1691 1691 1691
254405,1691 1691 1691 1691 1691
33365,1691 1691 1691 1691 1691
71551,1691 1691 1691 1691 1691
332564,1691 1691 1691 1691 1691
331848,1691 1691 1691 1691 1691
45225,1691 1691 1691 1691 1691
202266,1691 1691 1691 1691 1691
208539,1691 1691 1691 1691 1691
118221,1691 1691 1691 1691 1691
220332,1691 1691 1691 1691 1691
19552,1691 1691 1691 1691 1691
14603,1691 1691 1691 1691 1691
208050,1691 1691 1691 1691 1691
306190,1691 1691 1691 1691 1691
17845,1691 1691 1691 1691 1691
125646,1691 1691 1691 1691 1691
248493,1691 1691 1691 1691 1691
131539,1691 1691 1691 1691 1691
327726,1691 1691 1691 1691 1691
230862,1691 1691 1691 1691 1691
103818,1691 1691 1691 1691 1691
87677,1691 1691 1691 1691 1691
8290,1691 1691 1691 1691 1691
60955,1691 1691 1691 1691 1691
197099,1691 1691 1691 1691 1691
321546,1691 1691 1691 1691 1691
47803,1691 1691 1691 1691 1691
252084,1691 1691 1691 1691 1691
74934,1691 1691 1691 1691 1691
179026,1691 1691 1691 1691 1691
106543,1691 1691 1691 1691 1691
131881,1691 1691 1691 1691 1691
29893,1691 1691 1691 1691 1691
156126,1691 1691 1691 1691 1691
231088,1691 1691 1691 1691 1691
121174,1691 1691 1691 1691 1691
193050,1691 1691 1691 1691 1691
133078,1691 1691 1691 1691 1691
26178,1691 1691 1691 1691 1691
114934,1691 1691 1691 1691 1691
133601,1691 1691 1691 1691 1691
172070,1691 1691 1691 1691 1691
171585,1691 1691 1691 1691 1691
222156,1691 1691 1691 1691 1691
33637,1691 1691 1691 1691 1691
301603,1691 1691 1691 1691 1691
313384,1691 1691 1691 1691 1691
168695,1691 1691 1691 1691 1691
217684,1691 1691 1691 1691 1691
309303,1691 1691 1691 1691 1691
50456,1691 1691 1691 1691 1691
222269,1691 1691 1691 1691 1691
332795,1691 1691 1691 1691 1691
40922,1691 1691 1691 1691 1691
51717,1691 1691 1691 1691 1691
277027,1691 1691 1691 1691 1691
211723,1691 1691 1691 1691 1691
121668,1691 1691 1691 1691 1691
167255,1691 1691 1691 1691 1691
104336,1691 1691 1691 1691 1691
340538,1691 1691 1691 1691 1691
263949,1691 1691 1691 1691 1691
187013,1691 1691 1691 1691 1691
157527,1691 1691 1691 1691 1691
226543,1691 1691 1691 1691 1691
34222,1691 1691 1691 1691 1691
299468,1691 1691 1691 1691 1691
156091,1691 1691 1691 1691 1691
319075,1691 1691 1691 1691 1691
20546,1691 1691 1691 1691 1691
229912,1691 1691 1691 1691 1691
14347,1691 1691 1691 1691 1691
271374,1691 1691 1691 1691 1691
45354,1691 1691 1691 1691 1691
303554,1691 1691 1691 1691 1691
121672,1691 1691 1691 1691 1691
200897,1691 1691 1691 1691 1691
81590,1691 1691 1691 1691 1691
194058,1691 1691 1691 1691 1691
206626,1691 1691 1691 1691 1691
336300,1691 1691 1691 1691 1691
42189,1691 1691 1691 1691 1691
143609,1691 1691 1691 1691 1691
241255,1691 1691 1691 1691 1691
203470,1691 1691 1691 1691 1691
194031,1691 1691 1691 1691 1691
268041,1691 1691 1691 1691 1691
221759,1691 1691 1691 1691 1691
312651,1691 1691 1691 1691 1691
338186,1691 1691 1691 1691 1691
336510,1691 1691 1691 1691 1691
30035,1691 1691 1691 1691 1691
341483,1691 1691 1691 1691 1691
346057,1691 1691 1691 1691 1691
24000,1691 1691 1691 1691 1691
197865,1691 1691 1691 1691 1691
323358,1691 1691 1691 1691 1691
40583,1691 1691 1691 1691 1691
267672,1691 1691 1691 1691 1691
197884,1691 1691 1691 1691 1691
344404,1691 1691 1691 1691 1691
119334,1691 1691 1691 1691 1691
67527,1691 1691 1691 1691 1691
220002,1691 1691 1691 1691 1691
242090,1691 1691 1691 1691 1691
113331,1691 1691 1691 1691 1691
58231,1691 1691 1691 1691 1691
137543,1691 1691 1691 1691 1691
190638,1691 1691 1691 1691 1691
50893,1691 1691 1691 1691 1691
99181,1691 1691 1691 1691 1691
36941,1691 1691 1691 1691 1691
218313,1691 1691 1691 1691 1691
284731,1691 1691 1691 1691 1691
8632,1691 1691 1691 1691 1691
259203,1691 1691 1691 1691 1691
52131,1691 1691 1691 1691 1691
215697,1691 1691 1691 1691 1691
130751,1691 1691 1691 1691 1691
152785,1691 1691 1691 1691 1691
79540,1691 1691 1691 1691 1691
266225,1691 1691 1691 1691 1691
97229,1691 1691 1691 1691 1691
35018,1691 1691 1691 1691 1691
329454,1691 1691 1691 1691 1691
12916,1691 1691 1691 1691 1691
23220,1691 1691 1691 1691 1691
110133,1691 1691 1691 1691 1691
300930,1691 1691 1691 1691 1691
247353,1691 1691 1691 1691 1691
247399,1691 1691 1691 1691 1691
136843,1691 1691 1691 1691 1691
261238,1691 1691 1691 1691 1691
307865,1691 1691 1691 1691 1691
156574,1691 1691 1691 1691 1691
142319,1691 1691 1691 1691 1691
99967,1691 1691 1691 1691 1691
277107,1691 1691 1691 1691 1691
199089,1691 1691 1691 1691 1691
294714,1691 1691 1691 1691 1691
60838,1691 1691 1691 1691 1691
73059,1691 1691 1691 1691 1691
268530,1691 1691 1691 1691 1691
91461,1691 1691 1691 1691 1691
196896,1691 1691 1691 1691 1691
1682,1691 1691 1691 1691 1691
262475,1691 1691 1691 1691 1691
114461,1691 1691 1691 1691 1691
320101,1691 1691 1691 1691 1691
37647,1691 1691 1691 1691 1691
32516,1691 1691 1691 1691 1691
69319,1691 1691 1691 1691 1691
50439,1691 1691 1691 1691 1691
212969,1691 1691 1691 1691 1691
95212,1691 1691 1691 1691 1691
90528,1691 1691 1691 1691 1691
344003,1691 1691 1691 1691 1691
159046,1691 1691 1691 1691 1691
122358,1691 1691 1691 1691 1691
285035,1691 1691 1691 1691 1691
309379,1691 1691 1691 1691 1691
43204,1691 1691 1691 1691 1691
258819,1691 1691 1691 1691 1691
75867,1691 1691 1691 1691 1691
74118,1691 1691 1691 1691 1691
65112,1691 1691 1691 1691 1691
308979,1691 1691 1691 1691 1691
141758,1691 1691 1691 1691 1691
244105,1691 1691 1691 1691 1691
67656,1691 1691 1691 1691 1691
338942,1691 1691 1691 1691 1691
29605,1691 1691 1691 1691 1691
334904,1691 1691 1691 1691 1691
165130,1691 1691 1691 1691 1691
24805,1691 1691 1691 1691 1691
170487,1691 1691 1691 1691 1691
73555,1691 1691 1691 1691 1691
296697,1691 1691 1691 1691 1691
246930,1691 1691 1691 1691 1691
333779,1691 1691 1691 1691 1691
217920,1691 1691 1691 1691 1691
220955,1691 1691 1691 1691 1691
104834,1691 1691 1691 1691 1691
294767,1691 1691 1691 1691 1691
258896,1691 1691 1691 1691 1691
214367,1691 1691 1691 1691 1691
351950,1691 1691 1691 1691 1691
90695,1691 1691 1691 1691 1691
319082,1691 1691 1691 1691 1691
292669,1691 1691 1691 1691 1691
226790,1691 1691 1691 1691 1691
346428,1691 1691 1691 1691 1691
186563,1691 1691 1691 1691 1691
17675,1691 1691 1691 1691 1691
171101,1691 1691 1691 1691 1691
170805,1691 1691 1691 1691 1691
309007,1691 1691 1691 1691 1691
76739,1691 1691 1691 1691 1691
58228,1691 1691 1691 1691 1691
113795,1691 1691 1691 1691 1691
90133,1691 1691 1691 1691 1691
321603,1691 1691 1691 1691 1691
186820,1691 1691 1691 1691 1691
326917,1691 1691 1691 1691 1691
186325,1691 1691 1691 1691 1691
176175,1691 1691 1691 1691 1691
92067,1691 1691 1691 1691 1691
66624,1691 1691 1691 1691 1691
300098,1691 1691 1691 1691 1691
113146,1691 1691 1691 1691 1691
162974,1691 1691 1691 1691 1691
128773,1691 1691 1691 1691 1691
120937,1691 1691 1691 1691 1691
144653,1691 1691 1691 1691 1691
345689,1691 1691 1691 1691 1691
25759,1691 1691 1691 1691 1691
60047,1691 1691 1691 1691 1691
66649,1691 1691 1691 1691 1691
245903,1691 1691 1691 1691 1691
257201,1691 1691 1691 1691 1691
275718,1691 1691 1691 1691 1691
29967,1691 1691 1691 1691 1691
186318,1691 1691 1691 1691 1691
177764,1691 1691 1691 1691 1691
181587,1691 1691 1691 1691 1691
289625,1691 1691 1691 1691 1691
115206,1691 1691 1691 1691 1691
60556,1691 1691 1691 1691 1691
348947,1691 1691 1691 1691 1691
44755,1691 1691 1691 1691 1691
195690,1691 1691 1691 1691 1691
215340,1691 1691 1691 1691 1691
216507,1691 1691 1691 1691 1691
152611,1691 1691 1691 1691 1691
147831,1691 1691 1691 1691 1691
28851,1691 1691 1691 1691 1691
126700,1691 1691 1691 1691 1691
130167,1691 1691 1691 1691 1691
59766,1691 1691 1691 1691 1691
291837,1691 1691 1691 1691 1691
53913,1691 1691 1691 1691 1691
117439,1691 1691 1691 1691 1691
47223,1691 1691 1691 1691 1691
200993,1691 1691 1691 1691 1691
25378,1691 1691 1691 1691 1691
185137,1691 1691 1691 1691 1691
278403,1691 1691 1691 1691 1691
130870,1691 1691 1691 1691 1691
147236,1691 1691 1691 1691 1691
73097,1691 1691 1691 1691 1691
28955,1691 1691 1691 1691 1691
207221,1691 1691 1691 1691 1691
312340,1691 1691 1691 1691 1691
227206,1691 1691 1691 1691 1691
123497,1691 1691 1691 1691 1691
290879,1691 1691 1691 1691 1691
22513,1691 1691 1691 1691 1691
76101,1691 1691 1691 1691 1691
309723,1691 1691 1691 1691 1691
227758,1691 1691 1691 1691 1691
282695,1691 1691 1691 1691 1691
287006,1691 1691 1691 1691 1691
248071,1691 1691 1691 1691 1691
58462,1691 1691 1691 1691 1691
211765,1691 1691 1691 1691 1691
14874,1691 1691 1691 1691 1691
34014,1691 1691 1691 1691 1691
194618,1691 1691 1691 1691 1691
311363,1691 1691 1691 1691 1691
130497,1691 1691 1691 1691 1691
240484,1691 1691 1691 1691 1691
51408,1691 1691 1691 1691 1691
240443,1691 1691 1691 1691 1691
275785,1691 1691 1691 1691 1691
18360,1691 1691 1691 1691 1691
97596,1691 1691 1691 1691 1691
171144,1691 1691 1691 1691 1691
312810,1691 1691 1691 1691 1691
88576,1691 1691 1691 1691 1691
44777,1691 1691 1691 1691 1691
11974,1691 1691 1691 1691 1691
130579,1691 1691 1691 1691 1691
227168,1691 1691 1691 1691 1691
298757,1691 1691 1691 1691 1691
197818,1691 1691 1691 1691 1691
346737,1691 1691 1691 1691 1691
124582,1691 1691 1691 1691 1691
199044,1691 1691 1691 1691 1691
12968,1691 1691 1691 1691 1691
106830,1691 1691 1691 1691 1691
227869,1691 1691 1691 1691 1691
302140,1691 1691 1691 1691 1691
215614,1691 1691 1691 1691 1691
322939,1691 1691 1691 1691 1691
303035,1691 1691 1691 1691 1691
287951,1691 1691 1691 1691 1691
230544,1691 1691 1691 1691 1691
146514,1691 1691 1691 1691 1691
99807,1691 1691 1691 1691 1691
70116,1691 1691 1691 1691 1691
163090,1691 1691 1691 1691 1691
222246,1691 1691 1691 1691 1691
28192,1691 1691 1691 1691 1691
84705,1691 1691 1691 1691 1691
320958,1691 1691 1691 1691 1691
264563,1691 1691 1691 1691 1691
162734,1691 1691 1691 1691 1691
314947,1691 1691 1691 1691 1691
254751,1691 1691 1691 1691 1691
294301,1691 1691 1691 1691 1691
331013,1691 1691 1691 1691 1691
318831,1691 1691 1691 1691 1691
107970,1691 1691 1691 1691 1691
289961,1691 1691 1691 1691 1691
143298,1691 1691 1691 1691 1691
219326,1691 1691 1691 1691 1691
175145,1691 1691 1691 1691 1691
238621,1691 1691 1691 1691 1691
121522,1691 1691 1691 1691 1691
183623,1691 1691 1691 1691 1691
320171,1691 1691 1691 1691 1691
156464,1691 1691 1691 1691 1691
150247,1691 1691 1691 1691 1691
244503,1691 1691 1691 1691 1691
236893,1691 1691 1691 1691 1691
13259,1691 1691 1691 1691 1691
158543,1691 1691 1691 1691 1691
227259,1691 1691 1691 1691 1691
236120,1691 1691 1691 1691 1691
171084,1691 1691 1691 1691 1691
24350,1691 1691 1691 1691 1691
36705,1691 1691 1691 1691 1691
285683,1691 1691 1691 1691 1691
349183,1691 1691 1691 1691 1691
118465,1691 1691 1691 1691 1691
71586,1691 1691 1691 1691 1691
111813,1691 1691 1691 1691 1691
232791,1691 1691 1691 1691 1691
208102,1691 1691 1691 1691 1691
35994,1691 1691 1691 1691 1691
20457,1691 1691 1691 1691 1691
236484,1691 1691 1691 1691 1691
134737,1691 1691 1691 1691 1691
190157,1691 1691 1691 1691 1691
52852,1691 1691 1691 1691 1691
20781,1691 1691 1691 1691 1691
170803,1691 1691 1691 1691 1691
29038,1691 1691 1691 1691 1691
255981,1691 1691 1691 1691 1691
217219,1691 1691 1691 1691 1691
122384,1691 1691 1691 1691 1691
221108,1691 1691 1691 1691 1691
21032,1691 1691 1691 1691 1691
2058,1691 1691 1691 1691 1691
189652,1691 1691 1691 1691 1691
290458,1691 1691 1691 1691 1691
11440,1691 1691 1691 1691 1691
335939,1691 1691 1691 1691 1691
149356,1691 1691 1691 1691 1691
126466,1691 1691 1691 1691 1691
155489,1691 1691 1691 1691 1691
221238,1691 1691 1691 1691 1691
148590,1691 1691 1691 1691 1691
241454,1691 1691 1691 1691 1691
289565,1691 1691 1691 1691 1691
225942,1691 1691 1691 1691 1691
298762,1691 1691 1691 1691 1691
148980,1691 1691 1691 1691 1691
95451,1691 1691 1691 1691 1691
91531,1691 1691 1691 1691 1691
267463,1691 1691 1691 1691 1691
221274,1691 1691 1691 1691 1691
169942,1691 1691 1691 1691 1691
281498,1691 1691 1691 1691 1691
310955,1691 1691 1691 1691 1691
147819,1691 1691 1691 1691 1691
853,1691 1691 1691 1691 1691
153628,1691 1691 1691 1691 1691
300281,1691 1691 1691 1691 1691
222118,1691 1691 1691 1691 1691
187628,1691 1691 1691 1691 1691
273604,1691 1691 1691 1691 1691
291311,1691 1691 1691 1691 1691
44843,1691 1691 1691 1691 1691
290182,1691 1691 1691 1691 1691
21191,1691 1691 1691 1691 1691
33543,1691 1691 1691 1691 1691
194707,1691 1691 1691 1691 1691
113617,1691 1691 1691 1691 1691
184711,1691 1691 1691 1691 1691
230634,1691 1691 1691 1691 1691
183741,1691 1691 1691 1691 1691
308340,1691 1691 1691 1691 1691
117199,1691 1691 1691 1691 1691
65971,1691 1691 1691 1691 1691
160799,1691 1691 1691 1691 1691
284005,1691 1691 1691 1691 1691
49300,1691 1691 1691 1691 1691
334085,1691 1691 1691 1691 1691
54495,1691 1691 1691 1691 1691
84050,1691 1691 1691 1691 1691
192833,1691 1691 1691 1691 1691
275754,1691 1691 1691 1691 1691
309489,1691 1691 1691 1691 1691
148925,1691 1691 1691 1691 1691
122412,1691 1691 1691 1691 1691
232347,1691 1691 1691 1691 1691
173648,1691 1691 1691 1691 1691
227315,1691 1691 1691 1691 1691
202889,1691 1691 1691 1691 1691
313487,1691 1691 1691 1691 1691
213937,1691 1691 1691 1691 1691
103260,1691 1691 1691 1691 1691
314463,1691 1691 1691 1691 1691
292928,1691 1691 1691 1691 1691
70128,1691 1691 1691 1691 1691
255231,1691 1691 1691 1691 1691
26313,1691 1691 1691 1691 1691
233365,1691 1691 1691 1691 1691
96530,1691 1691 1691 1691 1691
105918,1691 1691 1691 1691 1691
325638,1691 1691 1691 1691 1691
86550,1691 1691 1691 1691 1691
140141,1691 1691 1691 1691 1691
43606,1691 1691 1691 1691 1691
271274,1691 1691 1691 1691 1691
165260,1691 1691 1691 1691 1691
89947,1691 1691 1691 1691 1691
244992,1691 1691 1691 1691 1691
170786,1691 1691 1691 1691 1691
343858,1691 1691 1691 1691 1691
158356,1691 1691 1691 1691 1691
232366,1691 1691 1691 1691 1691
194238,1691 1691 1691 1691 1691
272984,1691 1691 1691 1691 1691
14691,1691 1691 1691 1691 1691
21435,1691 1691 1691 1691 1691
125608,1691 1691 1691 1691 1691
60,1691 1691 1691 1691 1691
330234,1691 1691 1691 1691 1691
163093,1691 1691 1691 1691 1691
244438,1691 1691 1691 1691 1691
37967,1691 1691 1691 1691 1691
145108,1691 1691 1691 1691 1691
236305,1691 1691 1691 1691 1691
127667,1691 1691 1691 1691 1691
108163,1691 1691 1691 1691 1691
332989,1691 1691 1691 1691 1691
293821,1691 1691 1691 1691 1691
181308,1691 1691 1691 1691 1691
285322,1691 1691 1691 1691 1691
146615,1691 1691 1691 1691 1691
39340,1691 1691 1691 1691 1691
102531,1691 1691 1691 1691 1691
131561,1691 1691 1691 1691 1691
183155,1691 1691 1691 1691 1691
22926,1691 1691 1691 1691 1691
90001,1691 1691 1691 1691 1691
43342,1691 1691 1691 1691 1691
2037,1691 1691 1691 1691 1691
168698,1691 1691 1691 1691 1691
78600,1691 1691 1691 1691 1691
77355,1691 1691 1691 1691 1691
92476,1691 1691 1691 1691 1691
223982,1691 1691 1691 1691 1691
164856,1691 1691 1691 1691 1691
152405,1691 1691 1691 1691 1691
148029,1691 1691 1691 1691 1691
328046,1691 1691 1691 1691 1691
103932,1691 1691 1691 1691 1691
192431,1691 1691 1691 1691 1691
109892,1691 1691 1691 1691 1691
253360,1691 1691 1691 1691 1691
133935,1691 1691 1691 1691 1691
286939,1691 1691 1691 1691 1691
236079,1691 1691 1691 1691 1691
171709,1691 1691 1691 1691 1691
279290,1691 1691 1691 1691 1691
5712,1691 1691 1691 1691 1691
312004,1691 1691 1691 1691 1691
279199,1691 1691 1691 1691 1691
175857,1691 1691 1691 1691 1691
309130,1691 1691 1691 1691 1691
102046,1691 1691 1691 1691 1691
327229,1691 1691 1691 1691 1691
145003,1691 1691 1691 1691 1691
194129,1691 1691 1691 1691 1691
246500,1691 1691 1691 1691 1691
42165,1691 1691 1691 1691 1691
330399,1691 1691 1691 1691 1691
195102,1691 1691 1691 1691 1691
61527,1691 1691 1691 1691 1691
258327,1691 1691 1691 1691 1691
48760,1691 1691 1691 1691 1691
14726,1691 1691 1691 1691 1691
20600,1691 1691 1691 1691 1691
131803,1691 1691 1691 1691 1691
207909,1691 1691 1691 1691 1691
191092,1691 1691 1691 1691 1691
54592,1691 1691 1691 1691 1691
39045,1691 1691 1691 1691 1691
294260,1691 1691 1691 1691 1691
151640,1691 1691 1691 1691 1691
191262,1691 1691 1691 1691 1691
191590,1691 1691 1691 1691 1691
193790,1691 1691 1691 1691 1691
107231,1691 1691 1691 1691 1691
63191,1691 1691 1691 1691 1691
30355,1691 1691 1691 1691 1691
246716,1691 1691 1691 1691 1691
243829,1691 1691 1691 1691 1691
313705,1691 1691 1691 1691 1691
106127,1691 1691 1691 1691 1691
218253,1691 1691 1691 1691 1691
38907,1691 1691 1691 1691 1691
326643,1691 1691 1691 1691 1691
72679,1691 1691 1691 1691 1691
149567,1691 1691 1691 1691 1691
54558,1691 1691 1691 1691 1691
264685,1691 1691 1691 1691 1691
182737,1691 1691 1691 1691 1691
279972,1691 1691 1691 1691 1691
153334,1691 1691 1691 1691 1691
201208,1691 1691 1691 1691 1691
142955,1691 1691 1691 1691 1691
95210,1691 1691 1691 1691 1691
206112,1691 1691 1691 1691 1691
25917,1691 1691 1691 1691 1691
250025,1691 1691 1691 1691 1691
47676,1691 1691 1691 1691 1691
158198,1691 1691 1691 1691 1691
233002,1691 1691 1691 1691 1691
118619,1691 1691 1691 1691 1691
201848,1691 1691 1691 1691 1691
10441,1691 1691 1691 1691 1691
144539,1691 1691 1691 1691 1691
73217,1691 1691 1691 1691 1691
295886,1691 1691 1691 1691 1691
326502,1691 1691 1691 1691 1691
8997,1691 1691 1691 1691 1691
249543,1691 1691 1691 1691 1691
164089,1691 1691 1691 1691 1691
40965,1691 1691 1691 1691 1691
62361,1691 1691 1691 1691 1691
260608,1691 1691 1691 1691 1691
186286,1691 1691 1691 1691 1691
315436,1691 1691 1691 1691 1691
159380,1691 1691 1691 1691 1691
200783,1691 1691 1691 1691 1691
60281,1691 1691 1691 1691 1691
66724,1691 1691 1691 1691 1691
266857,1691 1691 1691 1691 1691
215826,1691 1691 1691 1691 1691
175589,1691 1691 1691 1691 1691
102718,1691 1691 1691 1691 1691
347293,1691 1691 1691 1691 1691
225868,1691 1691 1691 1691 1691
103202,1691 1691 1691 1691 1691
152008,1691 1691 1691 1691 1691
219670,1691 1691 1691 1691 1691
303592,1691 1691 1691 1691 1691
339662,1691 1691 1691 1691 1691
210081,1691 1691 1691 1691 1691
142151,1691 1691 1691 1691 1691
159773,1691 1691 1691 1691 1691
333302,1691 1691 1691 1691 1691
210548,1691 1691 1691 1691 1691
201553,1691 1691 1691 1691 1691
101401,1691 1691 1691 1691 1691
123641,1691 1691 1691 1691 1691
341640,1691 1691 1691 1691 1691
183933,1691 1691 1691 1691 1691
189359,1691 1691 1691 1691 1691
17588,1691 1691 1691 1691 1691
210009,1691 1691 1691 1691 1691
30300,1691 1691 1691 1691 1691
227145,1691 1691 1691 1691 1691
122223,1691 1691 1691 1691 1691
25275,1691 1691 1691 1691 1691
57873,1691 1691 1691 1691 1691
267909,1691 1691 1691 1691 1691
13229,1691 1691 1691 1691 1691
276615,1691 1691 1691 1691 1691
292544,1691 1691 1691 1691 1691
170237,1691 1691 1691 1691 1691
197630,1691 1691 1691 1691 1691
295719,1691 1691 1691 1691 1691
78053,1691 1691 1691 1691 1691
43178,1691 1691 1691 1691 1691
167744,1691 1691 1691 1691 1691
175157,1691 1691 1691 1691 1691
25905,1691 1691 1691 1691 1691
343526,1691 1691 1691 1691 1691
105863,1691 1691 1691 1691 1691
268103,1691 1691 1691 1691 1691
195011,1691 1691 1691 1691 1691
29976,1691 1691 1691 1691 1691
158954,1691 1691 1691 1691 1691
23103,1691 1691 1691 1691 1691
199532,1691 1691 1691 1691 1691
78558,1691 1691 1691 1691 1691
13116,1691 1691 1691 1691 1691
18129,1691 1691 1691 1691 1691
178694,1691 1691 1691 1691 1691
325706,1691 1691 1691 1691 1691
77277,1691 1691 1691 1691 1691
5579,1691 1691 1691 1691 1691
84287,1691 1691 1691 1691 1691
301388,1691 1691 1691 1691 1691
199826,1691 1691 1691 1691 1691
